"24-08-2019","9.5","25.6","48.8","8.4","1","99","99","99","99","99"
"25-08-2019","9.2","21","55","6.3","1.2","100","100","100","100","100"
"26-08-2019","6.3","23.4","56","10.2","1.5","100","100","100","100","100"
"27-08-2019","5.6","27.7","49.1","12","1.2","100","100","100","100","100"
"28-08-2019","8.7","27.2","44.4","12.3","1.8","100","100","100","100","100"
"29-08-2019","7.6","21","63.1","13.8","2.3","100","100","100","100","100"
"30-08-2019","5.8","20.2","58.6","14.3","2.5","100","100","100","100","100"
"31-08-2019","2.4","22.8","45.9","15.6","2.2","100","100","100","100","100"
"01-09-2019","2.9","23.7","42","15.8","2.1","100","100","100","100","100"
"02-09-2019","1.3","22.9","36.7","16.1","1.5","100","100","100","100","100"
"03-09-2019","0.7","25.2","35.5","15.1","1","100","100","100","100","100"
"04-09-2019","7.6","22.9","51.2","10.2","2.1","100","100","100","100","100"
"05-09-2019","7.5","16.2","67.2","7.3","2.3","100","100","100","100","100"
"06-09-2019","7.2","17.5","64","8.9","1.9","100","100","100","100","100"
"07-09-2019","6.9","15.7","71.3","8.8","2.7","100","100","100","100","100"
"08-09-2019","4.1","17","73.6","13.9","3.5","100","100","100","100","100"
"09-09-2019","6.4","13.5","69.6","6.4","2","100","100","100","100","100"
"10-09-2019","2","17.8","68.4","14.2","2","100","100","100","100","100"
"11-09-2019","3.5","18.9","63.4","17.3","2.3","100","100","100","100","100"
"12-09-2019","2.2","26.6","52.4","18.7","1.8","100","100","100","100","100"
"13-09-2019","4","24.7","51.4","18.4","2.4","100","100","100","100","100"
"14-09-2019","6","16.9","76","7.8","1.9","100","100","100","100","100"
"15-09-2019","7.2","16.9","64.7","12.3","3","100","100","100","100","100"
"16-09-2019","5.8","20.7","56.6","16.9","2.7","100","100","100","100","100"
"17-09-2019","2.8","18","63.6","18.1","2.5","100","100","100","100","100"
"18-09-2019","2.2","20.9","65.6","18","1.8","100","100","100","100","100"
"19-09-2019","5","17","65.6","13","2.3","100","100","100","100","100"
"20-09-2019","0.7","20.7","50.5","19.5","2.9","100","100","100","100","100"
"21-09-2019","0.8","26.4","37.6","19.9","2","100","100","100","100","100"
"22-09-2019","3.5","27.5","42.2","19.6","2","100","100","100","100","100"
"23-09-2019","4.3","22.3","67.6","17.8","2.1","100","100","100","100","100"
"24-09-2019","4.3","26","56.7","19","2.1","100","100","100","100","100"
"25-09-2019","6.3","29.4","55.3","19.3","2.1","100","100","100","100","100"
"26-09-2019","7.4","23.7","69.7","15.7","2.1","100","100","100","100","100"
"27-09-2019","7.2","21.8","67.6","14.6","2.1","100","100","100","100","100"
"28-09-2019","4","27.7","57.6","19.9","1.6","100","100","100","100","100"
"29-09-2019","7.5","22","63.2","19.3","3.3","100","100","100","100","100"
"30-09-2019","6.5","13.8","75.9","4.6","2.3","100","100","100","100","100"
"01-10-2019","6","12.3","70","8.5","2.4","100","100","100","100","100"
"02-10-2019","0.6","17.4","64.4","19.5","1.8","100","100","100","100","100"
"03-10-2019","2.2","17.7","60.6","20","2.2","100","100","100","100","100"
"04-10-2019","0.7","20.7","54","20.9","2","100","100","100","100","100"
"05-10-2019","1.6","23.2","44.7","20.6","1.5","100","100","100","100","100"
"06-10-2019","3.8","26.7","44.6","20.3","2","100","100","100","100","100"
"07-10-2019","7.4","28.4","42.2","19.7","1.8","100","100","100","100","100"
"08-10-2019","7.7","33.3","40.4","21.9","2","100","100","100","100","100"
"09-10-2019","12.7","33","33.8","16","1.3","100","100","100","100","100"
"10-10-2019","10.4","28.1","36.7","11.8","1.3","100","100","100","100","100"
"11-10-2019","11","24","53.4","8.4","0.8","100","100","100","100","100"
"12-10-2019","9.6","19.4","67.2","6.5","0.6","100","100","100","100","100"
"13-10-2019","9.6","27","51.2","10.7","1.5","100","100","100","100","100"
"14-10-2019","10.3","17.6","65","7.3","2.9","100","100","100","100","100"
"15-10-2019","4.5","25.4","60","21.6","1.6","100","100","100","100","100"
"16-10-2019","8.4","18.1","64.7","14.5","2.5","100","100","100","100","100"
"17-10-2019","8.5","22.5","53.9","21.5","1.8","100","100","100","100","100"
"18-10-2019","7.1","26.1","51.1","23.1","1.9","100","100","100","100","100"
"19-10-2019","7","18.8","63.4","16.8","2.5","100","100","100","100","100"
"20-10-2019","7.8","22.3","59","18.8","1.7","100","100","100","100","100"
"21-10-2019","5.2","28.1","49.8","23.4","2.3","100","100","100","100","100"
"22-10-2019","7.3","30.2","37.4","23.4","1.6","100","100","100","100","100"
"23-10-2019","7.1","28.8","35.7","22.2","2.1","100","100","100","100","100"
"24-10-2019","9.6","25.8","46.9","23","2.5","100","100","100","100","100"
"25-10-2019","7.2","31.1","44.5","19.4","1.5","100","100","100","100","100"
"26-10-2019","10.1","26.2","41.2","15.5","2.2","100","100","100","100","100"
"27-10-2019","8.9","18.5","70.2","7.9","1.8","100","100","100","100","100"
"28-10-2019","5.8","22.2","53.4","24","3.2","100","100","100","100","100"
"29-10-2019","4.2","22.5","47.3","20.8","2","100","100","100","100","100"
"30-10-2019","4.5","28.3","46.8","25.2","2.1","100","100","100","100","100"
"31-10-2019","8.2","26.1","49.2","22.8","2.6","100","100","100","100","100"
"01-11-2019","4.6","23.7","49.1","19.2","2.3","100","100","100","100","100"
"02-11-2019","4.9","29.9","46.4","25.1","2.1","100","100","100","100","100"
"03-11-2019","7.7","26.6","53.2","24.5","3","100","100","100","100","100"
"04-11-2019","6.7","22.5","65","15.8","2.1","100","100","100","100","100"
"05-11-2019","6.7","30","52.4","25.1","2","100","100","100","100","100"
"06-11-2019","8.3","32.1","45.3","25","1.9","100","100","100","100","100"
"07-11-2019","9","35","40","25.6","2.1","100","100","100","100","100"
"08-11-2019","12.9","29","45.8","14.5","1.5","100","100","100","100","100"
"09-11-2019","9.2","35","43.7","25.5","2.2","100","100","100","100","100"
"10-11-2019","10.5","34.3","40.7","25.7","2.6","100","100","100","100","100"
"11-11-2019","11.2","27.1","57.6","23.6","2.6","100","100","100","100","100"
"12-11-2019","10.1","30.1","60.8","24.8","2.9","100","100","100","100","100"
"13-11-2019","10.2","31.3","56","25","1.9","100","100","100","100","100"
"14-11-2019","14.1","32.5","48.4","23.8","2.5","100","100","100","100","100"
"15-11-2019","11.7","33.5","43","25.8","3.1","100","100","100","100","100"
"16-11-2019","14.1","32.9","48.8","26","2.3","100","100","100","100","100"
"17-11-2019","9.2","31.4","47.1","25.8","1.9","100","100","100","100","100"
"18-11-2019","11.7","34.7","39.4","24.8","2.5","100","100","100","100","100"
"19-11-2019","11.2","34","38.8","26.5","1.9","100","100","100","100","100"
"20-11-2019","12.4","35.4","40.4","26.5","2.1","100","100","100","100","100"
"21-11-2019","12.9","29.3","51.8","23.1","2.6","100","100","100","100","100"
"22-11-2019","10.7","30.1","59.3","25.7","3","100","100","100","100","100"
"23-11-2019","9.3","25.2","65.9","25.7","2.7","100","100","100","100","100"
"24-11-2019","8.3","24.2","61.1","18.6","2.5","100","100","100","100","100"
"25-11-2019","9.8","21.4","58.4","9.7","2.2","100","100","100","100","100"
"26-11-2019","5.1","26.8","48.3","26.9","2.5","100","100","100","100","100"
"27-11-2019","6.3","32","40","26.9","2.3","100","100","100","100","100"
"28-11-2019","9.1","31.7","39.1","26.4","1.8","100","100","100","100","100"
"29-11-2019","9.4","29.7","39","27.1","2.2","100","100","100","100","100"
"30-11-2019","9.9","33.9","40.9","27.3","2.1","100","100","100","100","100"
"01-12-2019","11.6","31.3","42","25.7","2.7","100","100","100","100","100"
"02-12-2019","10","29.9","56.4","22.8","2","100","100","100","100","100"
"03-12-2019","11.6","30.7","45.2","26.6","2.2","100","100","100","100","100"
"04-12-2019","10.3","30.6","39.4","27","2.1","100","100","100","100","100"
"05-12-2019","10.7","33.3","34.6","26.9","1.8","100","100","100","100","100"
"06-12-2019","11","30","42.2","25.8","2.8","100","100","100","100","100"
"07-12-2019","9.2","28.2","54.5","26.7","2.6","100","100","100","100","100"
"08-12-2019","8.9","30.6","53.3","26.7","2.4","100","100","100","100","100"
"09-12-2019","9.7","30","54.7","26.8","2.5","100","100","100","100","100"
"10-12-2019","10.4","29.9","55.9","26.7","2.3","100","100","100","100","100"
"11-12-2019","10.4","30.8","55.8","25.6","2.1","100","100","100","100","100"
"12-12-2019","11.4","34.5","44.2","27.2","2.3","100","100","100","100","100"
"13-12-2019","11.2","32.6","33.9","25.6","1.9","100","100","100","100","100"
"14-12-2019","12.6","24.8","42.8","10.7","1.7","100","100","100","100","100"
"15-12-2019","9.1","30","46.2","26.6","2","100","100","100","100","100"
"16-12-2019","10.2","30.8","44.6","27.5","2.4","100","100","100","100","100"
"17-12-2019","11.6","33.4","46","27.3","1.9","100","100","100","100","100"
"18-12-2019","12.1","33.5","46.2","26.5","2","100","100","100","100","100"
"19-12-2019","14.9","27.4","47","17.8","2.1","100","100","100","100","100"
"20-12-2019","12.2","31.9","47.6","27.6","2.3","100","100","100","100","100"
"21-12-2019","14.6","33.2","38.2","27.3","2.3","100","100","100","100","100"
"22-12-2019","11.6","35.1","39","27.9","2.2","100","100","100","100","100"
"23-12-2019","13.6","36.8","38.8","27.8","2.3","100","100","100","100","100"
"24-12-2019","12.9","30.7","49.5","27.5","2.6","100","100","100","100","100"
"25-12-2019","12.6","30.9","55.9","26.6","2.7","100","100","100","100","100"
"26-12-2019","11.9","32.2","45.5","27.5","2.5","100","100","100","100","100"
"27-12-2019","12.6","33.9","41.8","27.5","2","100","100","100","100","100"
"28-12-2019","12.1","35","42","28","2.5","100","100","100","100","100"
"29-12-2019","14.1","35.2","45.7","25.2","2.3","100","100","100","100","100"
"30-12-2019","13.1","35","49.7","27.7","2.1","100","100","100","100","100"
"31-12-2019","13.1","34.4","43.8","27.5","2.6","100","100","100","100","100"
"01-01-2020","12.6","30","48.9","26.9","3.1","100","100","100","100","100"
"02-01-2020","11.8","31.7","55.3","27","2.8","100","100","100","100","100"
"03-01-2020","12","31.1","58.5","26.5","2.3","100","100","100","100","100"
"04-01-2020","14.6","32.2","54.2","26.2","2.9","100","100","100","100","100"
"05-01-2020","12.2","23.4","62","17.8","3.6","100","100","100","100","100"
"06-01-2020","10","27.8","58.6","23.6","2.2","100","100","100","100","100"
"07-01-2020","10.8","30.2","53.9","25.8","3.3","100","100","100","100","100"
"08-01-2020","11.1","23.7","59.6","17.4","2.8","100","100","100","100","100"
"09-01-2020","8.9","29.9","57.2","26.2","2.6","100","100","100","100","100"
"10-01-2020","10.7","33.4","45.6","26.5","2.3","100","100","100","100","100"
"11-01-2020","11.9","34.4","42.8","26.3","2.4","100","100","100","100","100"
"12-01-2020","12.8","33.3","43.7","25.9","2.2","100","100","100","100","100"
"13-01-2020","11.4","33.5","54","26.2","2.4","100","100","100","100","100"
"14-01-2020","12.8","32.5","48.3","26.3","2.5","100","100","100","100","100"
"15-01-2020","13.7","33.6","45.8","26.3","4","100","100","100","100","100"
"16-01-2020","12.4","33.7","41.2","23.9","2.2","100","100","100","100","100"
"17-01-2020","13.4","34.1","44.6","24.2","2.3","100","100","100","100","100"
"18-01-2020","16.7","34.3","48.8","23.2","2.5","100","100","100","100","100"
"19-01-2020","15.5","29","52.6","19","2.5","100","100","100","100","100"
"20-01-2020","13.6","33.3","58.4","24.7","2.4","100","100","100","100","100"
"21-01-2020","14.8","32.1","56.4","25.3","2.3","100","100","100","100","100"
"22-01-2020","12.8","30.3","59.2","25.4","2.7","100","100","100","100","100"
"23-01-2020","14.1","31","58.8","24.6","2.4","100","100","100","100","100"
"24-01-2020","15.5","33","56.7","23.7","2.1","100","100","100","100","100"
"25-01-2020","14.2","34","48.3","25.3","2","100","100","100","100","100"
"26-01-2020","14.7","34.9","41.9","25.5","1.5","100","100","100","100","100"
"27-01-2020","15.8","34.8","46.1","25.1","1.8","100","100","100","100","100"
"28-01-2020","13.9","33.4","49.1","24.6","1.9","100","100","100","100","100"
